id,Weight_PID,xspanish,complete_status,ppage,ppeduc5,ppeducat,ppgender,ppethm,pphhsize,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppstaten,PPWORKA,ppemploy,xparent,Q1_1,Q1_2,Q2,Q3,Q4,Q5,Q6,Q260,Q26a,QPID,ABCAGE,Contact
257000264,.7897,English,qualified,63,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Louisiana,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,50-64,"No, I am not willing to be interviewed"
257000265,.755,English,qualified,39,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Never married,Metro,West,Owned or being bought by you or someone in your household,Colorado,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Very serious,Should,No,Should,Very confident,No religion, ,An Independent,30-49,"No, I am not willing to be interviewed"
257000266,1.1322,English,qualified,32,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,Washington,Self-employed,Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Very serious,Should,No,Should,Don’t know,No religion, ,A Democrat,30-49,"Yes, I am willing to be interviewed"
257000267,.7204,English,qualified,40,Master’s degree or above,Bachelors degree or higher,Male,"Black, Non-Hispanic",2,"$75,000 to $99,999",Widowed,Metro,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Don’t know,Should,Don’t know,Should,Don’t know,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,An Independent,30-49,"No, I am not willing to be interviewed"
257000268,1.3387,English,qualified,43,Some college or Associate degree,Some college,Female,"Black, Non-Hispanic",5,"$150,000 or more",Now Married,Metro,NorthEast,Rented for cash,New York,Currently laid off,Working part-time,parents of children 0-17 YO,Favorable,Unfavorable,Not too serious,Should not,Yes,Should not,Not so confident,No religion, ,An Independent,30-49,"No, I am not willing to be interviewed"
257000269,1.0842,Spanish,qualified,54,Some college or Associate degree,Some college,Female,Hispanic,5,"$75,000 to $99,999",Now Married,Metro,West,Rented for cash,California,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Somewhat confident,Catholic,No,A Democrat,50-64,"No, I am not willing to be interviewed"
257000270,1.4146,English,qualified,36,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Wisconsin,Homemaker,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Somewhat confident,No religion, ,An Independent,30-49,"No, I am not willing to be interviewed"
257000271,.4931,English,qualified,81,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Widowed,Metro,NorthEast,Owned or being bought by you or someone in your household,New York,Retired,Working part-time,not parents of children 0-17 YO,Unfavorable,Favorable,Somewhat serious,Don’t know,Don’t know,Should not,Somewhat confident,No religion, ,An Independent,65+,"Yes, I am willing to be interviewed"
257000272,1.1042,English,qualified,59,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",3,"$25,000 to $49,999",Now Married,Non-Metro,NorthEast,Owned or being bought by you or someone in your household,New York,Employed part-time (by someone else),Working full-time,not parents of children 0-17 YO,No opinion,Unfavorable,Not too serious,Should not,Yes,Don’t know,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,A Republican,50-64,"No, I am not willing to be interviewed"
257000273,.5526,English,qualified,35,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Metro,MidWest,Rented for cash,Ohio,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Very serious,Should,No,Should,Very confident,No religion, ,Something else,30-49,"Yes, I am willing to be interviewed"
257000274,.6519,English,qualified,64,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",1,"$150,000 or more",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Illinois,Self-employed,Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should not,Somewhat confident,Catholic,No,An Independent,50-64,"Yes, I am willing to be interviewed"
257000275,.7106,English,qualified,44,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,West,Owned or being bought by you or someone in your household,California,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,An Independent,30-49,"No, I am not willing to be interviewed"
257000276,.6939,English,qualified,69,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",1,"$10,000 to $24,999",Divorced,Metro,South,Owned or being bought by you or someone in your household,West Virginia,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Very confident,No religion, ,An Independent,65+,"Yes, I am willing to be interviewed"
257000277,1.2548,English,qualified,39,High school graduate (high school diploma or the equivalent GED),High school,Male,Hispanic,5,"$100,000 to $149,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,California,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,Unfavorable,Very serious,Should,Yes,Should,Not confident at all,No religion, ,A Democrat,30-49,"No, I am not willing to be interviewed"
257000278,.6876,English,qualified,65,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Non-Metro,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Unfavorable,Don’t know,Don’t know,Don’t know,Don’t know,Not so confident,Catholic,No,An Independent,65+,"No, I am not willing to be interviewed"
257000279,1.0825,English,qualified,48,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",5,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Virginia,Employed part-time (by someone else),Working part-time,parents of children 0-17 YO,Unfavorable,Unfavorable,Very serious,Should,No,Don’t know,Not so confident,Catholic,No,An Independent,30-49,"No, I am not willing to be interviewed"
257000280,.4616,English,qualified,65,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Divorced,Non-Metro,MidWest,Owned or being bought by you or someone in your household,Nebraska,Self-employed,Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Don’t know,Don’t know,Yes,Don’t know,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,Something else,65+,"No, I am not willing to be interviewed"
257000281,1.0825,English,qualified,54,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Virginia,Currently laid off,Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,No religion, ,An Independent,50-64,"Yes, I am willing to be interviewed"
257000282,1.1733,English,qualified,57,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",5,"$25,000 to $49,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Indiana,Other,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,An Independent,50-64,"No, I am not willing to be interviewed"
257000283,.782,English,qualified,49,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",4,"$75,000 to $99,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Virginia,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,Unfavorable,Not too serious,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,An Independent,30-49,"No, I am not willing to be interviewed"
257000284,.9315,English,qualified,77,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,"$50,000 to $74,999",Widowed,Metro,South,Owned or being bought by you or someone in your household,Delaware,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Not too serious,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,65+,"No, I am not willing to be interviewed"
257000285,.7048,English,qualified,64,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Non-Metro,MidWest,Owned or being bought by you or someone in your household,Wisconsin,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Not too serious,Should not,Yes,Don’t know,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,A Republican,50-64,"No, I am not willing to be interviewed"
257000286,.7901,English,qualified,55,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Non-Metro,West,Owned or being bought by you or someone in your household,California,Retired,Working part-time,not parents of children 0-17 YO,Favorable,Unfavorable,Very serious,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,50-64,"No, I am not willing to be interviewed"
257000287,.7897,English,qualified,71,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",3,"$75,000 to $99,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,South Carolina,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,65+,"No, I am not willing to be interviewed"
257000288,1.5559,English,qualified,31,Some college or Associate degree,Some college,Female,Hispanic,2,"$150,000 or more",Now Married,Metro,West,Owned or being bought by you or someone in your household,Arizona,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Very serious,Should,No,Don’t know,Somewhat confident,No religion, ,A Democrat,30-49,"No, I am not willing to be interviewed"
257000289,.9802,English,qualified,25,Bachelor’s degree,Bachelors degree or higher,Male,"Black, Non-Hispanic",3,"$150,000 or more",Never married,Metro,South,Owned or being bought by you or someone in your household,Virginia,Other,Not working,not parents of children 0-17 YO,Unfavorable,Unfavorable,Very serious,Should,Yes,Don’t know,Not so confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,An Independent,18-29,"Yes, I am willing to be interviewed"
257000290,1.3936,English,qualified,39,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$10,000 to $24,999",Now Married,Metro,South,Rented for cash,Florida,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Islam/Muslim, ,A Democrat,30-49,"No, I am not willing to be interviewed"
257000291,.7595,English,qualified,48,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",4,"$150,000 or more",Now Married,Metro,West,Owned or being bought by you or someone in your household,New Mexico,Employed full-time (by someone else),Working part-time,parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Not so confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Democrat,30-49,"No, I am not willing to be interviewed"
257000292,1.7862,English,qualified,43,Some college or Associate degree,Some college,Female,Hispanic,5,"$100,000 to $149,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,California,Employed full-time (by someone else),Working part-time,parents of children 0-17 YO,Unfavorable,Unfavorable,Very serious,Should,Don’t know,Should,Somewhat confident,Catholic,No,An Independent,30-49,"Yes, I am willing to be interviewed"
257000293,.8116,English,qualified,36,Bachelor’s degree,Bachelors degree or higher,Male,"Black, Non-Hispanic",4,"$75,000 to $99,999",Now Married,Metro,South,Rented for cash,Florida,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,No opinion,Very serious,Should,No,Don’t know,Don’t know,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Democrat,30-49,"Yes, I am willing to be interviewed"
257000294,.4551,English,qualified,65,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",1,"$150,000 or more",Now Married,Metro,West,Rented for cash,Hawaii,Retired,Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Very confident,Other Christian religion,No,An Independent,65+,"No, I am not willing to be interviewed"
257000295,.6541,English,qualified,63,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Self-employed,Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,Jewish, ,A Republican,50-64,"No, I am not willing to be interviewed"
257000296,.719,English,qualified,77,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Non-Metro,MidWest,Owned or being bought by you or someone in your household,Wisconsin,Retired,Working part-time,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Very confident,No religion, ,A Democrat,65+,"Yes, I am willing to be interviewed"
257000297,1.4927,English,qualified,28,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$100,000 to $149,999",Never married,Metro,NorthEast,Rented for cash,Massachusetts,Employed full-time (by someone else),Working part-time,not parents of children 0-17 YO,Unfavorable,No opinion,Somewhat serious,Should,No,Should,Don’t know,Catholic,No,A Democrat,18-29,"Yes, I am willing to be interviewed"
257000298,1.6413,Spanish,qualified,25,Master’s degree or above,Bachelors degree or higher,Male,Hispanic,3,"$50,000 to $74,999",Never married,Non-Metro,South,Rented for cash,South Carolina,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,18-29,"Yes, I am willing to be interviewed"
257000299,1.1739,English,qualified,39,Some college or Associate degree,Some college,Male,"2+ Races, Non-Hispanic",2,"$100,000 to $149,999",Never married,Metro,West,Owned or being bought by you or someone in your household,California,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Somewhat serious,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,30-49,"No, I am not willing to be interviewed"
257000300,.9863,English,qualified,62,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Tennessee,Other,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Somewhat serious,Should not,Yes,Should not,Not confident at all,Other Christian religion,Yes,A Republican,50-64,"No, I am not willing to be interviewed"
257000301,1.294,English,qualified,22,High school graduate (high school diploma or the equivalent GED),High school,Male,Hispanic,5,"$150,000 or more",Never married,Metro,West,Owned or being bought by you or someone in your household,Colorado,Currently laid off,Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Don’t know,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,18-29,"No, I am not willing to be interviewed"
257000302,.7224,English,qualified,50,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",4,"$150,000 or more",Now Married,Metro,West,Owned or being bought by you or someone in your household,Colorado,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Favorable,Unfavorable,Somewhat serious,Should not,Yes,Should not,Not confident at all,Other Christian religion,No,A Republican,50-64,"Yes, I am willing to be interviewed"
257000303,.9159,English,qualified,44,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",4,"$150,000 or more",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Minnesota,Homemaker,Not working,parents of children 0-17 YO,Unfavorable,No opinion,Somewhat serious,Don’t know,Don’t know,Should,Don’t know,No religion, ,Skipped,30-49,"No, I am not willing to be interviewed"
257000304,2.8198,English,qualified,21,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",5,"$25,000 to $49,999",Never married,Metro,MidWest,Owned or being bought by you or someone in your household,Indiana,Employed part-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Somewhat serious,Should not,Yes,Should not,Don’t know,Other Christian religion,No,A Republican,18-29,"No, I am not willing to be interviewed"
257000305,.9106,English,qualified,79,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",1,"$10,000 to $24,999",Widowed,Metro,MidWest,Owned or being bought by you or someone in your household,Michigan,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,Other Christian religion,Yes,A Republican,65+,"Yes, I am willing to be interviewed"
257000306,.433,English,qualified,76,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,Washington,Homemaker,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Very confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,A Democrat,65+,"Yes, I am willing to be interviewed"
257000307,1.857,English,qualified,25,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",3,"$150,000 or more",Never married,Metro,MidWest,Owned or being bought by you or someone in your household,Illinois,Employed full-time (by someone else),Working part-time,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Somewhat confident,No religion, ,A Democrat,18-29,"No, I am not willing to be interviewed"
257000308,.9948,English,qualified,68,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",3,"$25,000 to $49,999",Now Married,Non-Metro,MidWest,Owned or being bought by you or someone in your household,Ohio,Retired,Working part-time,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,65+,"Yes, I am willing to be interviewed"
257000309,.5729,English,qualified,73,Bachelor’s degree,Bachelors degree or higher,Male,"Black, Non-Hispanic",3,"$100,000 to $149,999",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,New York,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Somewhat confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,A Democrat,65+,"No, I am not willing to be interviewed"
257000310,1.7524,English,qualified,35,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Divorced,Metro,MidWest,Rented for cash,Kansas,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,Unfavorable,Don’t know,Don’t know,Yes,Don’t know,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,An Independent,30-49,"Yes, I am willing to be interviewed"
257000311,1.6993,English,qualified,57,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$25,000 to $49,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Alabama,Homemaker,Not working,not parents of children 0-17 YO,Favorable,No opinion,Don’t know,Should not,Don’t know,Should not,Don’t know,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,50-64,"Yes, I am willing to be interviewed"
257000312,.5485,English,qualified,70,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,New York,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Don’t know,Should not,Yes,Should not,Not so confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,65+,"No, I am not willing to be interviewed"
257000313,1.1874,English,qualified,47,Bachelor’s degree,Bachelors degree or higher,Male,Hispanic,5,"$75,000 to $99,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Oklahoma,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,Unfavorable,Don’t know,Don’t know,Yes,Don’t know,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,An Independent,30-49,"Yes, I am willing to be interviewed"
257000314,.9553,English,qualified,50,No high school diploma or GED,Less than high school,Female,"White, Non-Hispanic",2,"Less than $10,000",Now Married,Non-Metro,MidWest,Rented for cash,Indiana,Other,Not working,not parents of children 0-17 YO,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,No religion, ,Something else,50-64,"No, I am not willing to be interviewed"
257000315,.8366,English,qualified,25,Bachelor’s degree,Bachelors degree or higher,Male,"Other, Non-Hispanic",2,"$150,000 or more",Never married,Metro,West,Rented for cash,Washington,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Very serious,Should,No,Should,Don’t know,Buddhist, ,A Democrat,18-29,"No, I am not willing to be interviewed"
257000316,.9028,English,qualified,65,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,"$25,000 to $49,999",Widowed,Metro,South,Owned or being bought by you or someone in your household,West Virginia,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Not too serious,Should not,Yes,Should not,Not confident at all,Catholic,No,An Independent,65+,"Yes, I am willing to be interviewed"
257000317,.9577,English,qualified,30,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",1,"$150,000 or more",Never married,Metro,South,Owned or being bought by you or someone in your household,Florida,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Somewhat serious,Don’t know,Yes,Should,Don’t know,Catholic,No,A Republican,30-49,"No, I am not willing to be interviewed"
257000318,.65,English,qualified,67,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Texas,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Very confident,Catholic,No,A Democrat,65+,"No, I am not willing to be interviewed"
257000319,.7967,English,qualified,67,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",1,"$25,000 to $49,999",Never married,Metro,South,Owned or being bought by you or someone in your household,North Carolina,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Somewhat serious,Should not,Yes,Should not,Not confident at all,No religion, ,A Republican,65+,"No, I am not willing to be interviewed"
257000320,1.1239,English,qualified,58,Some college or Associate degree,Some college,Female,"Black, Non-Hispanic",1,"$10,000 to $24,999",Never married,Metro,NorthEast,Rented for cash,New York,Retired,Not working,missing data,Unfavorable,No opinion,Very serious,Should,No,Should,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,A Democrat,50-64,"No, I am not willing to be interviewed"
257000321,.7367,English,qualified,28,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",3,"$75,000 to $99,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,North Carolina,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Somewhat serious,Don’t know,Yes,Don’t know,Not so confident,No religion, ,An Independent,18-29,"No, I am not willing to be interviewed"
257000322,.7235,English,qualified,47,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,Massachusetts,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Somewhat confident,Catholic,No,An Independent,30-49,"Yes, I am willing to be interviewed"
257000323,1.1375,English,qualified,50,Bachelor’s degree,Bachelors degree or higher,Female,"Black, Non-Hispanic",1,"$50,000 to $74,999",Never married,Metro,NorthEast,Rented for cash,Connecticut,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,No religion, ,A Democrat,50-64,"No, I am not willing to be interviewed"
257000324,1.3749,Spanish,qualified,24,No high school diploma or GED,Less than high school,Male,Hispanic,Six or more,"$100,000 to $149,999",Never married,Metro,West,Rented for cash,California,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,No opinion,Favorable,Somewhat serious,Don’t know,No,Don’t know,Not confident at all,Catholic,Yes,A Republican,18-29,"No, I am not willing to be interviewed"
257000325,1.3992,English,qualified,21,High school graduate (high school diploma or the equivalent GED),High school,Male,Hispanic,5,"$50,000 to $74,999",Never married,Metro,West,Rented for cash,California,Other,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Not too serious,Should not,Yes,Should not,Not confident at all,Greek or Russian Orthodox,No,An Independent,18-29,"Yes, I am willing to be interviewed"
257000326,.8289,English,qualified,55,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$150,000 or more",Never married,Metro,NorthEast,Owned or being bought by you or someone in your household,New York,Self-employed,Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,Catholic,No,A Republican,50-64,"Yes, I am willing to be interviewed"
257000327,.9577,English,qualified,44,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Texas,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Don’t know,Unfavorable,Don’t know,Don’t know,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,30-49,"Yes, I am willing to be interviewed"
